"ORDER_ID","CUSTOMER_ID","ORDER_DATE","ORDER_STATUS","SHIPPING_ID","DELIVERY_DATE","TRANSACTION_ID","PRODUCT_ID","ORDER_QUANTITY","RETURN_QUANTITY","RETURN_DATE"
"OD11001","C27","2024-03-14","In transit","SH11001","2024-03-19","TR11060","SKU14113",2,"",NA
"OD11001","C27","2024-03-14","In transit","SH11001","2024-03-19","TR11060","SKU13198",4,"",NA
"OD11001","C27","2024-03-14","In transit","SH11001","2024-03-19","TR11060","SKU11987",4,"",NA
"OD11001","C27","2024-03-14","In transit","SH11001","2024-03-19","TR11060","SKU13239",2,"",NA
"OD11001","C27","2024-03-14","In transit","SH11001","2024-03-19","TR11060","SKU14732",2,"",NA
"OD11001","C27","2024-03-14","In transit","SH11001","2024-03-19","TR11060","SKU10883",3,"",NA
"OD11001","C27","2024-03-14","In transit","SH11001","2024-03-19","TR11060","SKU13447",4,"",NA
"OD11001","C27","2024-03-14","In transit","SH11001","2024-03-19","TR11060","SKU10842",4,"",NA
"OD11001","C27","2024-03-14","In transit","SH11001","2024-03-19","TR11060","SKU10351",2,"",NA
"OD11002","C135","2024-03-28","In transit","SH11002","2024-04-03","TR11061","SKU12789",4,"",NA
"OD11002","C135","2024-03-28","In transit","SH11002","2024-04-03","TR11061","SKU14896",2,"",NA
"OD11002","C135","2024-03-28","In transit","SH11002","2024-04-03","TR11061","SKU13247",4,"",NA
"OD11002","C135","2024-03-28","In transit","SH11002","2024-04-03","TR11061","SKU13530",2,"",NA
"OD11002","C135","2024-03-28","In transit","SH11002","2024-04-03","TR11061","SKU14818",2,"",NA
"OD11003","C103","2024-03-09","In transit","SH11003","2024-03-10","TR11062","SKU13528",2,"",NA
"OD11003","C103","2024-03-09","In transit","SH11003","2024-03-10","TR11062","SKU14743",3,"",NA
"OD11003","C103","2024-03-09","In transit","SH11003","2024-03-10","TR11062","SKU11698",4,"",NA
"OD11003","C103","2024-03-09","In transit","SH11003","2024-03-10","TR11062","SKU11333",2,"",NA
"OD11003","C103","2024-03-09","In transit","SH11003","2024-03-10","TR11062","SKU10029",3,"",NA
"OD11003","C103","2024-03-09","In transit","SH11003","2024-03-10","TR11062","SKU10481",1,"",NA
"OD11003","C103","2024-03-09","In transit","SH11003","2024-03-10","TR11062","SKU12993",1,"",NA
"OD11003","C103","2024-03-09","In transit","SH11003","2024-03-10","TR11062","SKU10175",2,"",NA
"OD11004","C65","2024-03-30","In transit","SH11004","2024-04-03","TR11063","SKU12478",1,"",NA
"OD11004","C65","2024-03-30","In transit","SH11004","2024-04-03","TR11063","SKU14148",5,"",NA
"OD11005","C138","2024-02-29","Delivered","SH11005","2024-03-06","TR11064","SKU11608",4,"",NA
"OD11005","C138","2024-02-29","Delivered","SH11005","2024-03-06","TR11064","SKU12958",4,"",NA
"OD11005","C138","2024-02-29","Delivered","SH11005","2024-03-06","TR11064","SKU14885",4,"",NA
"OD11005","C138","2024-02-29","Delivered","SH11005","2024-03-06","TR11064","SKU13983",3,"",NA
"OD11005","C138","2024-02-29","Delivered","SH11005","2024-03-06","TR11064","SKU13879",5,"",NA
"OD11005","C138","2024-02-29","Delivered","SH11005","2024-03-06","TR11064","SKU14113",4,"",NA
"OD11005","C138","2024-02-29","Delivered","SH11005","2024-03-06","TR11064","SKU10732",4,"",NA
"OD11005","C138","2024-02-29","Delivered","SH11005","2024-03-06","TR11064","SKU10908",3,"",NA
"OD11005","C138","2024-02-29","Delivered","SH11005","2024-03-06","TR11064","SKU12209",4,"",NA
"OD11006","C63","2024-01-07","Delivered","SH11006","2024-01-12","TR11066","SKU13371",2,"",NA
"OD11006","C63","2024-01-07","Delivered","SH11006","2024-01-12","TR11066","SKU11218",4,"",NA
"OD11006","C63","2024-01-07","Delivered","SH11006","2024-01-12","TR11066","SKU14233",1,"",NA
"OD11006","C63","2024-01-07","Delivered","SH11006","2024-01-12","TR11066","SKU14726",3,"",NA
"OD11006","C63","2024-01-07","Delivered","SH11006","2024-01-12","TR11066","SKU13833",3,"",NA
"OD11007","C21","2024-03-23","In transit","SH11007","2024-03-28","TR11067","SKU14362",3,"",NA
